client_id,average_check,number_orders,average_score,items_per_order,is_friend,last_check,last_score,last_scored_after_order_days,last_late_by_minutes,is_last_order_fullfilled,items_share_category_1,items_share_category_2,items_share_category_3,items_share_category_4,items_share_category_5,items_share_category_6,items_share_category_7,items_share_category_8,items_share_category_9,items_share_category_10,items_share_category_11,items_share_category_12,items_share_category_13,items_share_category_14,items_share_category_15,items_share_category_16,items_share_category_17,items_share_category_18,items_share_category_19,items_share_category_20,items_share_category_21,items_share_category_22,items_share_category_23,items_share_category_24,items_share_category_25,items_share_category_26,items_share_category_27,is_churn
7539,29800,7,10.0,15.0,0,11129.0,,,12,1,0.06,0.01,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.08,0.15,0.0,0.0,0
13461,33700,7,10.0,8.1429,0,9787.0,10.0,0.0,0,1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.09,0.26,0.0,0.0,0.0,0.0,0.32,0.18,0.0,0.0,0.04,0
2609,44400,21,8.7692,20.9524,0,15414.0,,,0,0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.01,0.3,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.0,0.06,0
6793,51100,6,10.0,20.5,0,7751.0,10.0,7.0,0,1,0.0,0.0,0.0,0.01,0.04,0.02,0.05,0.0,0.0,0.0,0.01,0.02,0.19,0.0,0.01,0.2,0.04,0.05,0.0,0.0,0.01,0.0,0.02,0.24,0.07,0.0,0.05,0
10755,22200,6,7.5,11.1667,0,2581.0,,,31,1,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.25,0.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.0,0.0,1
8773,36100,11,10.0,9.6364,0,10039.0,,,0,1,0.0,0.0,0.0,0.07,0.05,0.0,0.08,0.0,0.01,0.0,0.0,0.03,0.08,0.0,0.01,0.09,0.08,0.16,0.0,0.0,0.0,0.0,0.01,0.33,0.02,0.0,0.0,0
10865,68600,17,9.6,23.7647,0,34115.0,8.0,11.0,0,1,0.01,0.0,0.0,0.06,0.03,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.07,0.0,0.0,0.27,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.08,0.0,0.02,0
6741,96200,13,8.4,15.9231,0,18620.0,,,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.18,0.09,0.03,0.0,0.0,0.0,0.0,0.02,0.38,0.02,0.0,0.03,1
1258,85700,61,9.6667,14.7705,1,55779.0,10.0,1.0,0,1,0.0,0.0,0.0,0.04,0.06,0.04,0.01,0.0,0.01,0.0,0.0,0.03,0.06,0.0,0.0,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.46,0.06,0.02,0.0,0
11587,52400,8,9.5,10.125,0,7224.0,,,0,1,0.01,0.05,0.0,0.02,0.06,0.01,0.11,0.0,0.0,0.0,0.01,0.11,0.1,0.0,0.0,0.06,0.04,0.07,0.0,0.0,0.01,0.0,0.12,0.15,0.05,0.0,0.0,0
1653,43500,19,10.0,9.8421,0,8450.0,10.0,9.0,0,1,0.0,0.05,0.0,0.03,0.06,0.08,0.0,0.0,0.01,0.0,0.02,0.06,0.11,0.0,0.01,0.07,0.07,0.05,0.0,0.0,0.0,0.0,0.01,0.34,0.02,0.0,0.02,0
10761,39900,7,10.0,5.4286,0,2801.0,,,0,1,0.0,0.05,0.0,0.13,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.26,0.03,0.24,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,1
2056,93300,31,10.0,12.3871,1,20830.0,10.0,3.0,0,1,0.0,0.1,0.0,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.0,0.0,0.4,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.0,0.01,0
4696,143600,7,10.0,27.1429,0,46475.0,,,0,0,0.0,0.01,0.0,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.15,0.0,0.05,0.17,0.07,0.03,0.0,0.0,0.0,0.0,0.02,0.22,0.0,0.01,0.06,0
8520,30200,15,9.5,11.6,0,7101.0,,,0,1,0.01,0.0,0.0,0.05,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.45,0.05,0.01,0.06,0
1433,64200,7,10.0,16.5714,0,7584.0,,,0,1,0.0,0.0,0.0,0.0,0.04,0.01,0.03,0.0,0.0,0.0,0.06,0.03,0.03,0.0,0.04,0.27,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.33,0.0,0.02,0.11,0
1316,99100,13,8.5,21.6154,0,23318.0,,,0,0,0.0,0.01,0.0,0.01,0.02,0.2,0.02,0.0,0.0,0.0,0.01,0.0,0.13,0.01,0.05,0.16,0.02,0.08,0.0,0.0,0.0,0.0,0.01,0.19,0.06,0.0,0.03,1
4265,23400,7,10.0,9.2857,0,4805.0,,,0,1,0.0,0.0,0.0,0.11,0.06,0.0,0.02,0.0,0.0,0.0,0.03,0.06,0.09,0.0,0.0,0.34,0.0,0.05,0.0,0.0,0.0,0.0,0.02,0.15,0.05,0.0,0.03,0
3744,145300,6,,1.6667,0,41994.0,,,0,1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11294,34400,7,10.0,12.1429,0,11324.0,10.0,3.0,0,1,0.08,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.0,0.01,0.13,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.29,0.01,0.01,0.0,0
5391,83600,19,10.0,25.5263,0,37006.0,10.0,13.0,0,1,0.0,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.0,0.09,0.01,0.18,0.0,0.06,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.03,0.3,0.05,0.0,0.03,0
3294,62600,44,6.0,16.0,1,24451.0,,,25,1,0.0,0.0,0.0,0.08,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.02,0.35,0.03,0.03,0.0,0.0,0.0,0.0,0.01,0.26,0.01,0.01,0.0,0
13224,27000,7,7.5,14.7143,0,7116.0,,,0,1,0.0,0.0,0.0,0.07,0.02,0.03,0.02,0.0,0.0,0.0,0.03,0.0,0.13,0.0,0.01,0.26,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.02,0
3979,63400,31,10.0,21.5806,0,12881.0,,,0,1,0.14,0.01,0.0,0.02,0.08,0.19,0.01,0.0,0.0,0.0,0.03,0.04,0.07,0.0,0.0,0.17,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.16,0.04,0.0,0.01,0
9078,26100,13,,3.0769,0,8473.0,,,0,1,0.0,0.0,0.0,0.03,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.25,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0
6236,75500,7,9.5,30.2857,0,17765.0,10.0,2.0,0,1,0.0,0.0,0.0,0.03,0.07,0.01,0.03,0.0,0.0,0.0,0.07,0.03,0.08,0.0,0.01,0.26,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.26,0.01,0.0,0.02,0
5200,61700,8,10.0,22.375,0,18657.0,,,0,0,0.0,0.0,0.0,0.05,0.07,0.06,0.02,0.0,0.01,0.0,0.02,0.08,0.26,0.0,0.01,0.17,0.03,0.06,0.0,0.0,0.0,0.01,0.01,0.08,0.04,0.01,0.01,1
1103,38700,12,10.0,12.0833,1,11809.0,10.0,2.0,0,0,0.02,0.03,0.0,0.06,0.02,0.02,0.03,0.0,0.01,0.0,0.0,0.06,0.11,0.03,0.0,0.14,0.03,0.02,0.0,0.0,0.0,0.02,0.05,0.3,0.01,0.0,0.03,0
5716,32100,37,10.0,7.4054,1,6889.0,10.0,3.0,0,1,0.03,0.0,0.0,0.04,0.04,0.02,0.01,0.0,0.01,0.0,0.0,0.03,0.1,0.0,0.0,0.32,0.04,0.03,0.0,0.0,0.0,0.0,0.01,0.24,0.05,0.0,0.03,0
7265,96800,7,10.0,19.1429,0,17114.0,,,0,1,0.0,0.01,0.0,0.07,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.01,0.12,0.01,0.07,0.0,0.0,0.0,0.0,0.03,0.23,0.08,0.0,0.02,0
7419,34000,27,9.9048,13.5556,0,6571.0,10.0,14.0,0,1,0.0,0.0,0.0,0.04,0.01,0.04,0.02,0.0,0.0,0.0,0.02,0.02,0.14,0.0,0.0,0.2,0.03,0.17,0.0,0.0,0.0,0.0,0.01,0.19,0.05,0.01,0.06,0
11281,44700,18,10.0,12.5,0,12929.0,10.0,0.0,0,1,0.0,0.0,0.0,0.03,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.0,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.01,0.1,0.45,0.01,0.0,0
6405,33300,23,7.5,14.8261,0,1787.0,,,0,1,0.0,0.0,0.0,0.02,0.04,0.01,0.01,0.0,0.01,0.0,0.03,0.06,0.16,0.01,0.0,0.29,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.16,0.1,0.0,0.03,0
10760,42600,42,10.0,9.4762,1,11263.0,10.0,3.0,0,1,0.12,0.1,0.0,0.02,0.09,0.01,0.04,0.0,0.0,0.0,0.02,0.12,0.06,0.0,0.0,0.1,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.07,0
1614,61200,12,,10.5,1,30298.0,,,0,1,0.0,0.0,0.0,0.02,0.11,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.2,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,1
4715,26000,7,,4.2857,0,10190.0,,,0,1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.03,0.0,0.0,0.03,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1
11000,66300,7,,19.8571,0,19937.0,,,8,1,0.0,0.0,0.0,0.09,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.17,0.01,0.01,0.21,0.06,0.06,0.0,0.0,0.0,0.0,0.02,0.22,0.02,0.0,0.05,0
11573,29000,7,10.0,12.1429,0,7287.0,10.0,0.0,0,1,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.06,0.0,0.02,0.21,0.06,0.13,0.0,0.0,0.01,0.0,0.04,0.28,0.0,0.0,0.06,1
4928,33300,6,8.6667,8.1667,0,8027.0,10.0,9.0,74,1,0.0,0.04,0.0,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0
12688,48100,17,10.0,13.4118,0,8145.0,10.0,5.0,0,1,0.0,0.0,0.0,0.08,0.18,0.01,0.0,0.0,0.0,0.0,0.02,0.13,0.07,0.0,0.0,0.14,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,1
13029,62600,6,10.0,9.6667,0,12366.0,,,0,1,0.0,0.12,0.0,0.02,0.1,0.02,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.14,0.12,0.07,0.0,0.0,0.0,0.0,0.02,0.12,0.1,0.0,0.02,0
8150,36700,7,,16.0,0,14831.0,,,0,1,0.0,0.0,0.0,0.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.17,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.0,0.01,0
7557,40800,57,10.0,11.193,1,13643.0,,,0,1,0.0,0.0,0.0,0.03,0.05,0.08,0.02,0.0,0.0,0.0,0.01,0.07,0.07,0.0,0.0,0.23,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.07,0
3703,27500,36,10.0,9.0556,0,13094.0,,,0,1,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.09,0.0,0.0,0.22,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.45,0.12,0.03,0.0,0
8505,44100,21,7.3333,12.2857,0,7269.0,,,0,0,0.0,0.0,0.0,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0,0.0,0.14,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.62,0.01,0.01,0.02,0
12955,48100,14,10.0,12.4286,0,13504.0,10.0,0.0,0,1,0.0,0.0,0.0,0.09,0.04,0.01,0.03,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.02,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.01,0.04,0.29,0.0,0.01,1
10337,40200,6,8.0,14.5,0,17393.0,,,0,0,0.0,0.02,0.0,0.07,0.14,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.24,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01,1
8603,29200,11,10.0,10.3636,0,10228.0,,,0,1,0.0,0.02,0.0,0.05,0.06,0.09,0.02,0.0,0.0,0.0,0.02,0.06,0.05,0.0,0.02,0.14,0.03,0.08,0.0,0.0,0.0,0.0,0.02,0.15,0.11,0.0,0.1,0
1287,55700,15,9.1667,22.5333,0,18176.0,,,9,0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.08,0.0,0.0,0.25,0.01,0.17,0.0,0.0,0.0,0.0,0.0,0.33,0.02,0.0,0.08,0
4083,70300,25,9.0,18.76,0,17385.0,,,0,1,0.05,0.01,0.0,0.06,0.07,0.03,0.02,0.0,0.0,0.0,0.03,0.05,0.1,0.04,0.01,0.22,0.08,0.04,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.01,0.01,0
3177,117000,6,,26.3333,0,30019.0,,,0,1,0.0,0.0,0.0,0.02,0.01,0.01,0.1,0.0,0.0,0.0,0.06,0.01,0.04,0.01,0.0,0.25,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.04,0
7483,51400,22,10.0,17.0455,0,14248.0,,,0,0,0.0,0.0,0.0,0.03,0.02,0.09,0.01,0.0,0.0,0.0,0.05,0.02,0.12,0.0,0.01,0.22,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.0,0.06,0
12483,118300,16,7.5,20.1875,0,17027.0,6.0,8.0,0,1,0.02,0.0,0.0,0.02,0.05,0.01,0.03,0.0,0.01,0.0,0.01,0.07,0.03,0.0,0.01,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.53,0.02,0.0,0.04,0
11566,30600,6,,10.5,0,6838.0,,,0,1,0.0,0.0,0.0,0.05,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.02,1
4573,66700,50,6.0,18.16,1,30965.0,,,0,1,0.02,0.0,0.0,0.03,0.05,0.09,0.04,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.22,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.0,0.04,0
787,19300,12,10.0,8.1667,1,10718.0,10.0,0.0,0,1,0.0,0.02,0.0,0.03,0.0,0.01,0.12,0.0,0.0,0.0,0.01,0.01,0.3,0.0,0.0,0.21,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.19,0.01,0.02,0.01,0
1393,62300,12,,18.25,0,3400.0,,,0,1,0.0,0.0,0.0,0.04,0.02,0.02,0.06,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.35,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.05,1
695,91000,23,6.0,20.1304,0,44893.0,,,10,0,0.0,0.0,0.0,0.04,0.09,0.09,0.04,0.0,0.0,0.0,0.03,0.07,0.12,0.01,0.0,0.17,0.06,0.05,0.0,0.0,0.0,0.0,0.02,0.17,0.02,0.01,0.02,0
4906,30200,8,6.0,15.625,0,10568.0,8.0,0.0,0,1,0.0,0.0,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.14,0.0,0.0,0.23,0.04,0.1,0.0,0.0,0.01,0.0,0.02,0.06,0.24,0.0,0.02,1
9056,54500,31,8.6667,9.1613,0,20025.0,,,0,1,0.0,0.01,0.0,0.06,0.03,0.04,0.33,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.09,0.01,0.05,0.0,0.0,0.0,0.0,0.02,0.2,0.11,0.0,0.01,0
2420,75000,14,9.8462,26.5,0,30369.0,10.0,0.0,0,0,0.13,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.0,0.0,0.05,0.03,0.12,0.0,0.0,0.16,0.06,0.1,0.0,0.0,0.0,0.0,0.03,0.15,0.06,0.0,0.02,0
2557,94300,11,8.0,21.7273,0,38363.0,8.0,3.0,0,0,0.03,0.0,0.0,0.08,0.04,0.17,0.03,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.03,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.17,0.02,0.04,0.03,0
10807,35200,9,10.0,15.2222,0,10914.0,,,0,1,0.0,0.0,0.0,0.06,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.0,0.0,0.14,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.25,0.01,0.0,0.04,0
5021,30300,11,9.2,10.1818,0,8562.0,,,0,1,0.0,0.0,0.0,0.16,0.17,0.02,0.02,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.12,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.12,0
798,49400,7,10.0,14.7143,0,9030.0,,,0,1,0.0,0.0,0.01,0.01,0.1,0.02,0.03,0.0,0.0,0.0,0.06,0.09,0.12,0.02,0.01,0.09,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.33,0.02,0.0,0.04,0
12763,35400,7,8.0,7.2857,0,13360.0,,,0,1,0.0,0.0,0.0,0.04,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.25,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.14,0.04,0.0,0.0,0
1259,72300,45,10.0,14.4889,1,1137.0,10.0,3.0,0,0,0.0,0.0,0.0,0.02,0.14,0.02,0.01,0.0,0.0,0.0,0.01,0.03,0.08,0.0,0.0,0.15,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.45,0.04,0.0,0.02,0
11987,32200,18,10.0,11.5556,0,10003.0,10.0,0.0,0,0,0.0,0.0,0.0,0.04,0.01,0.0,0.07,0.0,0.01,0.0,0.05,0.04,0.17,0.04,0.01,0.16,0.01,0.03,0.0,0.0,0.0,0.0,0.03,0.13,0.07,0.0,0.13,0
945,63700,36,,15.0278,0,9177.0,,,0,1,0.03,0.0,0.0,0.05,0.05,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.07,0.01,0.0,0.26,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.02,0.06,0
9210,37800,11,10.0,7.6364,0,9758.0,,,0,0,0.0,0.0,0.0,0.02,0.01,0.1,0.04,0.0,0.0,0.0,0.0,0.05,0.08,0.0,0.04,0.12,0.19,0.01,0.0,0.0,0.01,0.0,0.01,0.25,0.04,0.0,0.04,0
9760,40700,6,9.6,3.0,0,7170.0,10.0,0.0,0,1,0.0,0.0,0.0,0.28,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0
12856,72600,6,9.5,20.6667,0,15358.0,10.0,0.0,0,0,0.0,0.04,0.0,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.1,0.01,0.0,0.24,0.02,0.06,0.0,0.0,0.0,0.01,0.0,0.27,0.08,0.0,0.05,1
10324,40100,9,8.0,1.3333,0,8706.0,,,0,1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6751,39100,7,10.0,13.0,0,6975.0,10.0,2.0,0,0,0.0,0.0,0.0,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,0.25,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.31,0.09,0.0,0.04,1
4189,37300,33,9.3333,5.2424,0,13097.0,,,0,1,0.0,0.01,0.0,0.01,0.05,0.26,0.03,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.01,0.26,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.06,0
11954,28500,12,9.5,11.25,0,8784.0,,,0,1,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.01,0.16,0.01,0.16,0.0,0.0,0.0,0.0,0.01,0.24,0.01,0.0,0.06,1
13165,36300,47,,6.9362,0,19091.0,,,0,1,0.0,0.0,0.0,0.13,0.14,0.06,0.01,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.01,0.1,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0,0
4541,37500,16,,7.0,1,15577.0,,,0,1,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.4,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.0,0.01,0
9364,52500,6,10.0,20.5,0,13881.0,10.0,6.0,17,1,0.0,0.0,0.0,0.0,0.02,0.11,0.33,0.0,0.0,0.0,0.01,0.0,0.43,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0
8602,91100,7,10.0,14.8571,0,24246.0,,,0,1,0.09,0.15,0.0,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.03,0.02,0.04,0.07,0.0,0.16,0.04,0.2,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.02,0
1107,54300,14,8.6667,14.8571,0,9456.0,10.0,2.0,0,1,0.0,0.04,0.0,0.01,0.08,0.01,0.05,0.0,0.01,0.0,0.02,0.09,0.08,0.04,0.03,0.09,0.04,0.06,0.0,0.0,0.0,0.0,0.01,0.26,0.01,0.01,0.05,0
10038,25600,19,8.0,8.2632,0,9121.0,10.0,0.0,0,1,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.22,0.03,0.06,0.0,0.0,0.0,0.01,0.0,0.34,0.11,0.0,0.14,0
448,47100,7,9.2,16.0,0,10878.0,10.0,7.0,0,1,0.0,0.0,0.0,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.01,0.26,0.13,0.04,0.0,0.0,0.0,0.0,0.03,0.16,0.08,0.0,0.08,0
12311,31400,7,10.0,10.0,0,9625.0,10.0,74.0,0,1,0.04,0.17,0.0,0.06,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.07,0.06,0.0,0.0,0.17,0.04,0.09,0.0,0.0,0.0,0.0,0.01,0.13,0.07,0.0,0.03,0
10441,135500,9,7.5,40.7778,0,30879.0,6.0,10.0,0,0,0.0,0.0,0.0,0.03,0.05,0.01,0.01,0.0,0.0,0.0,0.02,0.1,0.08,0.0,0.0,0.19,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.0,0.02,1
10443,31600,6,10.0,10.0,0,8626.0,,,0,1,0.0,0.0,0.0,0.12,0.17,0.03,0.02,0.0,0.0,0.0,0.0,0.08,0.22,0.0,0.0,0.27,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2954,46300,14,8.0,15.6429,0,15853.0,,,0,1,0.0,0.0,0.0,0.04,0.03,0.01,0.01,0.0,0.0,0.0,0.03,0.04,0.14,0.0,0.0,0.23,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.32,0.05,0.0,0.06,0
11413,57400,27,2.0,14.1481,0,11869.0,,,0,1,0.0,0.01,0.0,0.09,0.04,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.0,0.1,0.02,0.09,0.0,0.0,0.0,0.0,0.01,0.46,0.02,0.0,0.04,0
10080,60200,19,,14.9474,1,17400.0,,,0,1,0.0,0.0,0.0,0.06,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.11,0.0,0.02,0.17,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.34,0.0,0.0,0.04,0
6800,38900,6,9.5,14.0,0,2808.0,10.0,9.0,0,1,0.04,0.0,0.0,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.0,0.12,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.02,0
147,43100,13,,13.8462,0,14636.0,,,0,1,0.0,0.02,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.02,0.11,0.0,0.0,0.21,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.51,0.0,0.0,0.03,0
5510,38700,12,10.0,11.0833,0,8335.0,,,0,1,0.0,0.0,0.0,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.07,0.0,0
12795,33000,9,10.0,7.2222,0,9975.0,,,0,0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.02,0.15,0.11,0.09,0.0,0.0,0.0,0.0,0.02,0.2,0.11,0.0,0.03,0
6524,216500,7,,30.1429,0,20340.0,,,0,1,0.16,0.01,0.0,0.0,0.09,0.02,0.06,0.0,0.0,0.0,0.0,0.09,0.29,0.03,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0
10481,29900,15,10.0,12.7333,0,9591.0,,,0,1,0.0,0.0,0.0,0.06,0.08,0.02,0.0,0.0,0.0,0.0,0.01,0.23,0.1,0.0,0.0,0.19,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.08,0
1928,111500,12,6.0,15.9167,1,54316.0,,,0,0,0.0,0.0,0.0,0.06,0.12,0.1,0.03,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.1,0.02,0.04,0.0,0.0,0.01,0.0,0.01,0.3,0.03,0.01,0.01,1
