client_id,average_check,number_orders,average_score,items_per_order,is_friend,last_check,last_score,last_scored_after_order_days,last_late_by_minutes,is_last_order_fullfilled,items_share_category_1,items_share_category_2,items_share_category_3,items_share_category_4,items_share_category_5,items_share_category_6,items_share_category_7,items_share_category_8,items_share_category_9,items_share_category_10,items_share_category_11,items_share_category_12,items_share_category_13,items_share_category_14,items_share_category_15,items_share_category_16,items_share_category_17,items_share_category_18,items_share_category_19,items_share_category_20,items_share_category_21,items_share_category_22,items_share_category_23,items_share_category_24,items_share_category_25,items_share_category_26,items_share_category_27
2173,71500,22,9.25,22.1818,0,31670.0,,,0,1,0.0,0.0,0.0,0.04,0.09,0.17,0.03,0.0,0.03,0.0,0.01,0.07,0.09,0.01,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.06,0.1,0.01,0.09
11544,60400,29,8.1818,15.1379,1,9688.0,,,0,1,0.0,0.0,0.0,0.04,0.07,0.01,0.02,0.0,0.0,0.0,0.01,0.05,0.05,0.0,0.05,0.35,0.03,0.01,0.0,0.0,0.0,0.0,0.03,0.23,0.03,0.0,0.0
4387,99500,11,10.0,23.7273,1,30253.0,,,16,1,0.0,0.0,0.0,0.05,0.19,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.0,0.02
1372,40000,17,10.0,9.2353,0,18994.0,,,0,1,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.05,0.0,0.01,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.38,0.0,0.31,0.1
2549,65100,14,10.0,7.0,1,12483.0,,,0,1,0.0,0.0,0.0,0.13,0.07,0.01,0.01,0.0,0.0,0.0,0.08,0.01,0.05,0.0,0.0,0.1,0.05,0.03,0.0,0.0,0.0,0.0,0.04,0.32,0.0,0.08,0.01
2152,117400,18,4.75,38.4444,0,10562.0,4.0,0.0,0,1,0.01,0.0,0.0,0.02,0.03,0.01,0.04,0.0,0.01,0.0,0.04,0.02,0.17,0.0,0.02,0.18,0.11,0.01,0.0,0.0,0.0,0.0,0.02,0.21,0.07,0.01,0.03
10100,52200,9,10.0,21.5556,0,19997.0,,,0,1,0.0,0.01,0.0,0.13,0.11,0.01,0.02,0.0,0.0,0.01,0.0,0.02,0.23,0.0,0.01,0.1,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.0,0.0
8867,88100,17,,22.4118,0,19558.0,,,0,1,0.0,0.0,0.0,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.09,0.0,0.0,0.27,0.04,0.04,0.0,0.0,0.0,0.0,0.05,0.21,0.09,0.0,0.07
2057,75900,43,,11.5116,0,23551.0,,,0,1,0.0,0.0,0.0,0.06,0.08,0.12,0.04,0.0,0.0,0.0,0.01,0.06,0.09,0.0,0.01,0.23,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.06
8907,36100,6,6.0,11.8333,0,10341.0,,,0,1,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.06,0.18,0.0,0.0,0.28,0.1,0.08,0.0,0.0,0.0,0.0,0.04,0.1,0.03,0.0,0.0
3221,80800,10,10.0,13.3,0,25684.0,10.0,19.0,0,1,0.0,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.01,0.07,0.11,0.02,0.0,0.0,0.0,0.0,0.02,0.49,0.0,0.0,0.02
8266,27100,9,10.0,11.6667,0,6971.0,10.0,1.0,0,0,0.01,0.01,0.0,0.02,0.09,0.04,0.0,0.0,0.0,0.0,0.04,0.08,0.08,0.0,0.0,0.23,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.01,0.0
8348,124500,21,10.0,27.4762,0,33266.0,,,0,1,0.17,0.01,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.06,0.01,0.0,0.15,0.01,0.06,0.0,0.0,0.0,0.01,0.01,0.2,0.07,0.0,0.01
3011,69000,8,10.0,19.0,0,10041.0,,,0,0,0.01,0.0,0.0,0.06,0.17,0.01,0.06,0.0,0.01,0.0,0.03,0.09,0.22,0.0,0.0,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.04,0.11,0.01,0.01,0.01
802,26600,13,8.3333,12.7692,0,10526.0,,,0,0,0.0,0.01,0.0,0.04,0.02,0.01,0.05,0.0,0.0,0.0,0.01,0.01,0.08,0.01,0.0,0.2,0.08,0.04,0.0,0.0,0.01,0.02,0.05,0.31,0.01,0.02,0.01
11827,95300,9,10.0,9.1111,0,56492.0,,,0,0,0.33,0.09,0.0,0.0,0.15,0.0,0.01,0.0,0.01,0.0,0.0,0.27,0.01,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0
1401,39200,57,,8.4737,0,12474.0,,,19,1,0.0,0.01,0.0,0.04,0.1,0.22,0.0,0.0,0.06,0.0,0.0,0.08,0.07,0.0,0.0,0.12,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.04,0.0
224,54200,15,8.6667,13.3333,0,11135.0,,,0,1,0.0,0.01,0.0,0.11,0.2,0.02,0.02,0.0,0.0,0.0,0.01,0.12,0.06,0.0,0.02,0.26,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.02
1246,34900,8,10.0,8.25,0,7046.0,,,0,1,0.09,0.06,0.0,0.02,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.14,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.06
171,53700,19,8.0,15.9474,0,13082.0,,,0,0,0.0,0.0,0.0,0.14,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.0,0.0,0.07,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
11933,48800,24,,16.7917,0,1498.0,,,0,1,0.0,0.0,0.0,0.04,0.09,0.16,0.03,0.0,0.0,0.0,0.01,0.05,0.09,0.01,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.07
3879,97700,18,10.0,18.7222,0,44479.0,10.0,4.0,0,1,0.0,0.03,0.0,0.06,0.05,0.02,0.04,0.0,0.0,0.0,0.03,0.02,0.08,0.01,0.01,0.18,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.26,0.03,0.0,0.03
4470,42700,9,10.0,14.6667,0,10306.0,,,0,1,0.0,0.0,0.0,0.03,0.1,0.14,0.02,0.0,0.0,0.0,0.02,0.02,0.14,0.0,0.0,0.19,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.18,0.05,0.02,0.05
11359,44500,15,10.0,11.1333,0,21823.0,,,0,1,0.0,0.01,0.0,0.02,0.05,0.11,0.0,0.0,0.0,0.0,0.01,0.04,0.08,0.0,0.0,0.29,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.01,0.02
4811,72100,33,10.0,18.0909,0,21774.0,,,0,1,0.0,0.02,0.0,0.04,0.05,0.22,0.07,0.0,0.0,0.0,0.03,0.02,0.1,0.0,0.0,0.1,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.18,0.06,0.01,0.03
12462,53800,14,9.0,17.7143,0,14853.0,10.0,3.0,0,1,0.01,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.02,0.08,0.01,0.02,0.23,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.03
11450,25900,6,10.0,3.0,0,8876.0,10.0,0.0,0,1,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0
582,129200,27,9.75,24.963,1,3199.0,10.0,5.0,0,1,0.1,0.0,0.0,0.02,0.09,0.17,0.01,0.0,0.0,0.0,0.03,0.07,0.03,0.0,0.0,0.1,0.04,0.02,0.0,0.0,0.0,0.0,0.01,0.19,0.08,0.0,0.03
6966,54500,18,9.0769,13.5556,0,9247.0,10.0,7.0,139,1,0.24,0.03,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.03,0.03,0.23,0.0,0.0,0.0,0.0,0.01,0.18,0.0,0.0,0.01
7242,48800,18,9.5714,13.5,0,6095.0,,,0,0,0.0,0.0,0.0,0.07,0.07,0.04,0.02,0.0,0.0,0.0,0.05,0.07,0.14,0.0,0.0,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.02
3362,76200,17,10.0,8.6471,0,40310.0,,,0,1,0.04,0.14,0.0,0.02,0.07,0.01,0.01,0.0,0.0,0.0,0.1,0.02,0.14,0.0,0.0,0.06,0.08,0.07,0.0,0.0,0.0,0.0,0.01,0.16,0.04,0.0,0.01
6915,33600,6,10.0,9.5,0,8656.0,10.0,0.0,0,1,0.0,0.0,0.0,0.02,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.02,0.23,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.32,0.04,0.02,0.04
11816,38400,6,10.0,10.1667,0,17980.0,,,0,1,0.0,0.0,0.0,0.0,0.13,0.08,0.0,0.07,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.2,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.08
10180,42100,20,9.3333,6.65,0,16460.0,,,1,1,0.14,0.0,0.0,0.07,0.05,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.26,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
6444,50300,13,10.0,14.6154,0,32413.0,10.0,6.0,0,1,0.0,0.01,0.0,0.03,0.07,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.08,0.01,0.0,0.17,0.02,0.06,0.0,0.0,0.01,0.0,0.02,0.25,0.12,0.0,0.06
12622,47700,15,10.0,4.5333,0,12030.0,,,0,1,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.34,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0
7977,22200,16,10.0,13.5,0,3515.0,,,20,1,0.0,0.0,0.0,0.02,0.07,0.08,0.0,0.0,0.0,0.0,0.01,0.02,0.06,0.02,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.18
8313,57400,7,,16.1429,0,25546.0,,,0,1,0.0,0.0,0.0,0.01,0.08,0.0,0.05,0.0,0.0,0.0,0.06,0.2,0.18,0.0,0.0,0.11,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.17,0.02,0.0,0.04
982,74900,14,,14.7143,0,15285.0,,,0,1,0.0,0.0,0.0,0.07,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.04,0.06,0.0,0.04,0.0,0.0,0.0,0.01,0.01,0.23,0.0,0.0,0.0
2822,66400,7,,17.0,0,10997.0,,,0,1,0.0,0.0,0.0,0.03,0.06,0.08,0.05,0.0,0.03,0.0,0.01,0.03,0.05,0.0,0.0,0.25,0.04,0.05,0.0,0.0,0.0,0.0,0.01,0.25,0.01,0.0,0.07
910,58500,25,10.0,12.84,0,17867.0,,,0,1,0.0,0.0,0.0,0.03,0.03,0.0,0.02,0.0,0.0,0.0,0.11,0.03,0.16,0.0,0.0,0.15,0.07,0.02,0.0,0.0,0.0,0.0,0.02,0.25,0.04,0.0,0.08
11955,54900,9,8.0,15.8889,0,14399.0,,,0,0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.29,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.42,0.01,0.03,0.01
5321,29300,7,,6.7143,1,8685.0,,,16,0,0.0,0.0,0.0,0.09,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.26,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.0,0.0
9850,39200,9,9.5,2.3333,0,2289.0,6.0,3.0,0,1,0.0,0.62,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2932,61800,35,10.0,14.9143,0,21242.0,10.0,4.0,0,1,0.07,0.0,0.0,0.1,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.01,0.04,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.03,0.01
11914,16000,23,10.0,5.087,0,2844.0,,,0,1,0.0,0.0,0.0,0.03,0.15,0.0,0.03,0.0,0.01,0.0,0.0,0.13,0.04,0.0,0.0,0.13,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.02,0.03
7044,42800,18,10.0,18.7222,0,13538.0,10.0,8.0,1,0,0.0,0.0,0.0,0.04,0.04,0.14,0.01,0.01,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.18,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.04
12349,23000,10,,1.3,0,7315.0,,,0,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,130500,7,9.6,33.8571,0,30090.0,10.0,1.0,0,1,0.02,0.02,0.0,0.01,0.1,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.1,0.02,0.01,0.26,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.22,0.09,0.0,0.01
8248,48000,12,,14.25,0,17259.0,,,0,0,0.0,0.0,0.0,0.02,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.01,0.09,0.2,0.01,0.0,0.0,0.0,0.0,0.01,0.48,0.0,0.0,0.01
2245,42500,18,,6.1111,0,4557.0,,,0,1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.06,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.17,0.3,0.0,0.01
7172,66300,7,9.0,27.0,0,20064.0,,,0,1,0.0,0.0,0.0,0.03,0.02,0.26,0.03,0.0,0.0,0.0,0.06,0.05,0.19,0.0,0.0,0.15,0.02,0.04,0.0,0.0,0.0,0.0,0.01,0.12,0.03,0.01,0.01
7971,25600,12,10.0,11.8333,0,7070.0,,,0,1,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.01,0.0,0.08,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.03
12529,69600,9,9.75,20.2222,1,24219.0,10.0,2.0,0,0,0.0,0.0,0.0,0.07,0.04,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.09,0.0,0.0,0.15,0.02,0.05,0.0,0.0,0.0,0.01,0.01,0.47,0.01,0.01,0.03
1492,32700,34,,9.6176,0,10445.0,,,0,1,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.61,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.15
13300,73400,12,9.2,22.5,0,8689.0,,,0,1,0.0,0.0,0.0,0.03,0.05,0.06,0.04,0.0,0.0,0.0,0.01,0.01,0.07,0.01,0.0,0.22,0.01,0.11,0.0,0.0,0.0,0.01,0.0,0.19,0.1,0.0,0.06
8794,34800,10,9.5556,11.7,0,8443.0,6.0,0.0,0,0,0.0,0.0,0.0,0.03,0.07,0.07,0.01,0.0,0.0,0.0,0.02,0.06,0.11,0.03,0.0,0.2,0.03,0.04,0.0,0.0,0.0,0.0,0.01,0.24,0.05,0.0,0.03
12094,26600,10,10.0,6.9,0,4158.0,,,0,1,0.0,0.0,0.0,0.09,0.0,0.1,0.03,0.0,0.0,0.0,0.04,0.06,0.04,0.0,0.0,0.3,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.19,0.01,0.0,0.07
5684,52300,45,9.6279,12.6889,0,27686.0,10.0,0.0,0,0,0.06,0.03,0.0,0.05,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.01,0.03,0.0,0.0,0.2,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.22,0.06,0.0,0.19
2154,95600,6,10.0,19.8333,1,30838.0,10.0,0.0,0,1,0.0,0.01,0.0,0.03,0.05,0.0,0.03,0.0,0.01,0.0,0.0,0.04,0.09,0.0,0.0,0.08,0.02,0.13,0.0,0.0,0.0,0.0,0.02,0.32,0.06,0.12,0.0
5382,86100,27,10.0,20.5926,0,11923.0,10.0,4.0,0,1,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.32,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.1
6392,19200,32,9.931,5.875,0,7224.0,10.0,1.0,0,1,0.11,0.01,0.0,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.07,0.03,0.09,0.0,0.0,0.1,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.02,0.0,0.02
6461,62000,6,6.0,19.0,0,18873.0,4.0,11.0,0,1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.02,0.16,0.09,0.03,0.0,0.0,0.01,0.0,0.01,0.53,0.0,0.02,0.0
6523,77400,19,9.25,14.0526,1,10396.0,10.0,0.0,0,1,0.0,0.01,0.0,0.07,0.06,0.03,0.01,0.0,0.0,0.0,0.01,0.04,0.07,0.0,0.03,0.18,0.09,0.02,0.0,0.0,0.0,0.01,0.07,0.27,0.01,0.01,0.01
14,34900,7,,15.2857,0,8786.0,,,0,1,0.0,0.02,0.0,0.05,0.01,0.01,0.02,0.0,0.0,0.0,0.06,0.0,0.21,0.0,0.0,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.01,0.25,0.0,0.0,0.0
10524,71700,6,10.0,27.0,0,21385.0,10.0,0.0,0,1,0.0,0.0,0.0,0.08,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.35,0.03,0.04,0.0,0.0,0.0,0.0,0.01,0.19,0.03,0.0,0.06
8604,31400,9,8.5,12.1111,0,11017.0,,,0,0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.21,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.58,0.0,0.0,0.1
135,67800,10,10.0,19.7,0,15176.0,10.0,11.0,0,1,0.08,0.02,0.0,0.06,0.04,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.09,0.01,0.0,0.16,0.08,0.12,0.0,0.0,0.0,0.0,0.01,0.1,0.14,0.02,0.05
7650,98000,20,9.0,17.35,0,19521.0,,,0,1,0.0,0.07,0.0,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.06,0.06,0.0,0.01,0.13,0.02,0.05,0.0,0.0,0.0,0.01,0.03,0.48,0.01,0.01,0.0
11740,76000,14,10.0,23.7143,0,18440.0,,,0,1,0.0,0.0,0.0,0.05,0.03,0.0,0.05,0.0,0.0,0.0,0.04,0.04,0.14,0.01,0.0,0.19,0.02,0.04,0.0,0.0,0.0,0.0,0.02,0.2,0.07,0.01,0.09
639,46300,9,,11.4444,0,12574.0,,,0,1,0.0,0.0,0.0,0.02,0.01,0.01,0.06,0.0,0.0,0.0,0.0,0.04,0.04,0.01,0.0,0.24,0.0,0.28,0.0,0.0,0.0,0.01,0.0,0.03,0.22,0.0,0.03
13322,16000,6,10.0,7.0,0,4048.0,,,0,1,0.0,0.14,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.21,0.0,0.0,0.12,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05
7111,66400,8,10.0,21.25,0,14385.0,,,2,1,0.0,0.0,0.0,0.08,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.21,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.29,0.06,0.0,0.0
7829,110900,14,9.2,23.0714,0,42831.0,10.0,3.0,0,0,0.0,0.0,0.0,0.04,0.09,0.0,0.07,0.0,0.0,0.0,0.04,0.05,0.06,0.0,0.01,0.17,0.07,0.04,0.0,0.0,0.0,0.0,0.02,0.28,0.04,0.0,0.02
13381,109700,9,10.0,21.5556,1,26409.0,,,0,0,0.02,0.01,0.0,0.02,0.1,0.01,0.01,0.0,0.1,0.0,0.01,0.15,0.05,0.0,0.0,0.15,0.01,0.26,0.0,0.0,0.02,0.0,0.01,0.05,0.06,0.0,0.01
13291,60900,7,9.3333,22.8571,0,21145.0,,,0,1,0.0,0.0,0.0,0.14,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.01,0.01,0.17,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.27,0.04,0.0,0.03
10665,62500,40,10.0,11.95,0,35971.0,,,0,1,0.02,0.0,0.0,0.02,0.05,0.04,0.08,0.0,0.01,0.0,0.05,0.02,0.05,0.0,0.0,0.13,0.04,0.1,0.0,0.0,0.0,0.0,0.01,0.27,0.05,0.01,0.05
1586,80700,31,,14.9677,1,15370.0,,,0,1,0.0,0.0,0.0,0.04,0.08,0.12,0.02,0.0,0.02,0.0,0.0,0.06,0.11,0.0,0.0,0.15,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.03,0.02
13120,51700,9,9.5,14.2222,0,5890.0,,,18,0,0.03,0.0,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.23,0.04,0.07,0.0,0.0,0.0,0.0,0.04,0.21,0.02,0.01,0.09
6142,37900,8,,13.25,1,12946.0,,,0,1,0.0,0.0,0.0,0.05,0.06,0.01,0.04,0.0,0.0,0.0,0.02,0.05,0.14,0.01,0.0,0.15,0.04,0.05,0.0,0.0,0.0,0.0,0.01,0.33,0.03,0.0,0.03
4041,85100,12,8.8571,24.8333,0,15384.0,8.0,5.0,16,0,0.0,0.0,0.0,0.06,0.02,0.03,0.03,0.0,0.01,0.0,0.03,0.0,0.1,0.01,0.0,0.29,0.04,0.07,0.0,0.0,0.0,0.01,0.05,0.13,0.06,0.0,0.04
5673,28200,17,10.0,8.0588,1,7939.0,,,0,1,0.0,0.0,0.0,0.07,0.05,0.13,0.01,0.0,0.0,0.0,0.01,0.01,0.06,0.01,0.0,0.31,0.04,0.02,0.0,0.0,0.0,0.0,0.02,0.19,0.03,0.0,0.04
8105,39600,13,10.0,5.7692,0,11976.0,,,0,1,0.0,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.19,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04
6975,46800,6,10.0,14.5,0,35235.0,,,0,1,0.0,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.02,0.06,0.0,0.0,0.0,0.0,0.03,0.44,0.05,0.0,0.07
577,151200,9,10.0,28.3333,1,15530.0,,,0,1,0.0,0.02,0.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.17,0.0,0.0,0.19,0.01,0.1,0.0,0.0,0.0,0.0,0.02,0.14,0.09,0.0,0.0
10226,83700,15,5.0,14.8667,0,26402.0,,,0,1,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.08,0.01,0.09,0.0,0.0,0.22,0.05,0.09,0.0,0.0,0.0,0.0,0.02,0.17,0.03,0.0,0.05
598,22900,21,,7.1905,0,10708.0,,,0,1,0.0,0.0,0.0,0.07,0.04,0.07,0.0,0.0,0.0,0.0,0.03,0.01,0.08,0.0,0.01,0.21,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.36,0.03,0.0,0.01
1456,108400,15,10.0,27.0667,0,37070.0,,,0,1,0.01,0.0,0.0,0.04,0.03,0.04,0.06,0.0,0.0,0.0,0.0,0.09,0.05,0.01,0.0,0.15,0.05,0.11,0.0,0.0,0.0,0.01,0.03,0.23,0.02,0.03,0.01
13235,16500,6,10.0,7.1667,0,8170.0,10.0,1.0,0,1,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.07,0.12,0.02,0.0,0.0,0.23,0.0,0.16,0.0,0.0,0.0,0.0,0.02,0.12,0.12,0.0,0.07
8409,43100,6,,13.3333,0,7949.0,,,0,1,0.19,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.25,0.0,0.0,0.09,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.0,0.06
1825,52500,30,4.0,10.4,1,12295.0,,,0,0,0.0,0.0,0.0,0.04,0.05,0.08,0.01,0.0,0.0,0.01,0.02,0.02,0.05,0.0,0.0,0.26,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.07
5239,51800,8,8.5,17.75,0,9050.0,10.0,0.0,0,1,0.0,0.0,0.0,0.12,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.01,0.08,0.0,0.03,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.38,0.0,0.0,0.05
1017,136200,6,,26.8333,0,40175.0,,,0,1,0.06,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.0,0.07,0.01,0.02,0.0,0.0,0.2,0.05,0.04,0.0,0.0,0.0,0.01,0.04,0.24,0.12,0.0,0.07
2909,26000,25,,3.6,1,7659.0,,,0,1,0.0,0.0,0.0,0.0,0.26,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.03,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
8651,41100,10,9.6,5.3,0,9530.0,10.0,1.0,0,1,0.15,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.02,0.02,0.38,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.04
3116,74400,7,10.0,28.0,0,24663.0,,,0,1,0.0,0.0,0.0,0.08,0.1,0.02,0.03,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.26,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.04
2610,41900,11,10.0,19.0,0,15813.0,10.0,8.0,0,0,0.0,0.0,0.0,0.12,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.07,0.0,0.01,0.32,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.0,0.05
8830,69600,8,10.0,14.375,0,25174.0,10.0,0.0,0,1,0.0,0.0,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.04,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.04
